Sales,Month,AgeInMonths,ProfileInMonths,Subscribed,NumPrevOrders,AvgSpend,POSR,OPR,Online,Discount,ShippingOption,Platform,Payment,Ad_1,Ad_2,Ad_3,SocialMedia,ShippingPayment,Category,DayOfWeek,Province
1095.82,October,395,40,,28,687.34,5.6,0.86,65,0,Standard,Computer,Credit Card,No,Yes,Yes,,Free,electronics,Tuesday,EC
675.41,November,389,46,,55,603.09,1.4,0.84,39,0,Express,Computer,Credit Card,No,No,Yes,,Free,books,Sunday,FS
938.31,August,472,53,Daily,53,799.09,7.9,0.71,37,0,Express,Computer,Credit Card,Yes,No,Yes,Instagram,Free,groceries,Monday,WC
826.04,February,376,41,Daily,47,749.52,4.5,0.62,35,0,Express,Computer,Credit Card,No,Yes,No,,Free,clothing,Thursday,WC
632.92,September,423,41,,46,392.87,4.7,0.53,49,0,Standard,Computer,Credit Card,No,No,Yes,,Free,clothing,Monday,WC
861.77,October,348,5,,15,529.69,0.8,0.89,68,0,Standard,Android,Credit Card,No,No,Yes,,Free,clothing,Monday,WC
1126.07,July,552,5,,11,678.99,1.3,0.53,42,0,Express,Computer,Credit Card,Yes,No,Yes,Instagram,Free,groceries,Sunday,GP
1203.62,November,476,1,,14,1129.92,4.4,0.65,67,0,Express,Computer,Credit Card,Yes,Yes,Yes,Instagram,Free,electronics,Sunday,WC
922.2,April,397,11,Weekly,5,868.38,3.6,0.76,48,0,Standard,Computer,Credit Card,Yes,No,Yes,Instagram,Free,household,Saturday,LP
995.68,November,464,25,,36,633.42,7.1,0.59,45,0,Standard,Computer,Credit Card,No,Yes,Yes,,Free,household,Friday,KZN
627.18,July,412,44,Weekly,56,504.5,1.7,0.6,41,0,Express,Computer,EFT,No,No,No,,Free,groceries,Monday,WC
3257.42,January,581,0,,0,1701.68,4.4,0,71,0,Standard,Computer,Credit Card,No,Yes,Yes,,Free,electronics,Tuesday,WC
1941.76,August,539,0,,0,1220.11,6.2,0,51,0,Premium,Computer,Credit Card,No,Yes,No,,Free,electronics,Tuesday,WC
1013.18,July,508,25,,21,1066.35,1.1,0.59,53,0,Premium,Computer,EFT,Yes,No,Yes,Facebook,Free,electronics,Sunday,GP
763.76,December,536,49,,35,435.95,2.6,0.6,42,0,Express,Android,EFT,No,No,No,,Free,clothing,Sunday,LP
752.47,April,416,23,Daily,32,758.23,4.3,0.66,45,5,Standard,Computer,Credit Card,No,Yes,No,,Free,electronics,Friday,WC
1126.67,November,439,37,,24,666.27,5.1,0.5,42,18,Express,Computer,Credit Card,Yes,No,Yes,Twitter,Free,clothing,Tuesday,NW
1200.68,May,321,28,,26,875.71,2.8,0.54,53,0,Premium,Computer,EFT,Yes,No,No,Instagram,Free,groceries,Monday,GP
1033.95,January,368,23,,22,621.62,4.5,0.7,41,0,Express,Computer,EFT,No,Yes,Yes,,Free,books,Friday,KZN
533,July,452,48,,37,416.17,1.1,0.54,47,0,Standard,Computer,Credit Card,Yes,No,No,Twitter,Paid,books,Saturday,LP
1447.62,March,349,6,,20,888.34,1.1,0.59,33,0,Premium,Computer,Credit Card,No,Yes,Yes,,Free,electronics,Friday,GP
896.43,May,450,16,,12,761.73,0.7,0.61,37,0,Standard,Computer,Credit Card,Yes,No,Yes,Instagram,Free,household,Sunday,WC
959.12,January,393,6,,12,615.94,1.7,0.59,59,0,Express,iOS,Credit Card,No,Yes,Yes,,Free,books,Friday,WC
871.22,October,498,19,,8,614.19,1.4,0.97,29,0,Standard,Computer,Credit Card,Yes,No,Yes,Twitter,Free,electronics,Wednesday,GP
2198.86,October,571,13,,15,1227.61,4.8,0.68,42,0,Standard,Computer,Credit Card,Yes,Yes,Yes,Instagram,Free,electronics,Friday,GP
633.53,May,410,45,,46,436.57,3.1,0.66,43,0,Standard,Computer,Credit Card,No,No,Yes,,Free,clothing,Thursday,GP
1361.8,October,332,1,,13,728.07,0.2,0.57,59,0,Express,Computer,EFT,Yes,No,Yes,Instagram,Free,groceries,Monday,WC
823.99,February,398,36,,32,753.95,4.5,0.9,50,0,Premium,Computer,Credit Card,Yes,Yes,No,Twitter,Free,groceries,Sunday,GP
1389.64,September,534,33,,28,964.34,0.8,0.63,20,0,Premium,Computer,Credit Card,Yes,No,Yes,Instagram,Free,groceries,Monday,NC
849.5,January,451,52,Daily,40,593.78,5,0.58,102,0,Express,Computer,EFT,Yes,Yes,No,Twitter,Free,household,Friday,GP
668.64,April,416,24,Weekly,22,568.67,1.5,0.8,35,0,Premium,Computer,Credit Card,No,No,Yes,,Free,household,Sunday,NC
968.37,July,523,41,,48,623.86,3.7,0.55,68,0,Premium,Computer,Credit Card,No,No,Yes,,Free,groceries,Monday,GP
748.54,February,393,12,,9,564.81,5.8,0.75,48,0,Standard,Android,Credit Card,No,No,Yes,,Free,household,Sunday,GP
763.31,March,410,17,Monthly,18,832.15,5.4,0.54,35,41,Standard,Computer,Credit Card,No,No,No,,Free,household,Friday,GP
592.02,July,436,28,,25,368.13,0.7,0.61,65,0,Express,Computer,Credit Card,No,No,No,,Free,electronics,Tuesday,LP
1482.61,October,528,0,,0,843.62,5.1,0,42,0,Standard,Computer,Credit Card,Yes,No,Yes,Twitter,Free,clothing,Thursday,GP
1415.82,December,526,54,Daily,49,945.58,7.3,0.91,33,0,Premium,Android,EFT,Yes,Yes,No,Twitter,Free,electronics,Friday,FS
792.49,September,420,30,,28,582.63,2.4,0.61,37,0,Express,Android,Credit Card,No,No,Yes,,Free,groceries,Wednesday,LP
827.21,June,482,19,,8,705.28,2.5,0.5,67,0,Standard,iOS,EFT,Yes,No,Yes,Twitter,Free,household,Friday,NW
860.39,November,547,8,,16,880.72,3.1,0.96,73,0,Premium,Computer,Credit Card,Yes,Yes,No,Facebook,Free,books,Friday,MP
894.24,November,458,25,Weekly,29,624.73,3.6,0.74,42,0,Express,Computer,Credit Card,No,Yes,No,,Free,clothing,Saturday,FS
795.01,December,425,34,,28,458.11,4.8,0.93,47,0,Premium,Computer,Credit Card,No,Yes,Yes,,Free,household,Saturday,GP
1498.61,October,558,70,Daily,49,955.87,7.2,0.83,40,33,Standard,iOS,EFT,No,Yes,Yes,,Free,electronics,Saturday,WC
623.24,November,464,37,Monthly,24,551.6,4.7,0.93,67,0,Standard,Computer,EFT,No,No,Yes,,Free,electronics,Tuesday,WC
963.54,December,427,5,Monthly,7,686.46,4.6,0.99,40,0,Premium,iOS,Credit Card,Yes,Yes,Yes,Instagram,Free,books,Friday,WC
1653.09,December,546,0,,0,996.6,8,0,76,7,Standard,Android,Credit Card,No,Yes,No,,Free,electronics,Wednesday,MP
797.33,October,494,47,,45,552.52,7,0.58,56,0,Express,Computer,EFT,No,Yes,No,,Free,groceries,Monday,NW
809.37,December,471,40,,26,882.01,0,0.78,30,0,Standard,Android,EFT,No,Yes,Yes,,Free,electronics,Sunday,GP
913.57,August,374,27,,28,515.41,2.3,0.64,65,0,Express,Computer,Credit Card,No,No,Yes,,Free,electronics,Monday,GP
559.23,November,471,23,,35,400.98,0.2,0.75,32,0,Express,Computer,Credit Card,Yes,No,No,Twitter,Free,books,Saturday,KZN
998.88,May,435,25,,32,737.52,6.6,0.6,67,28,Standard,iOS,EFT,Yes,Yes,Yes,Facebook,Free,clothing,Monday,KZN
722.71,June,399,18,Monthly,10,584.05,3.1,0.91,50,0,Express,Computer,Credit Card,Yes,No,Yes,Twitter,Free,groceries,Sunday,NW
2051.72,January,304,43,Monthly,43,1260.4,3.1,0.6,56,0,Standard,Computer,Credit Card,Yes,No,Yes,Facebook,Free,electronics,Saturday,FS
861.49,November,418,20,,10,650.95,7.5,0.69,67,0,Express,Computer,Credit Card,Yes,Yes,No,Instagram,Free,books,Friday,NW
1083.24,February,437,46,,53,632.76,5.1,0.57,40,0,Express,Computer,EFT,Yes,Yes,Yes,Instagram,Free,clothing,Thursday,MP
910.46,August,470,41,Weekly,47,650.28,3.2,0.68,42,0,Express,iOS,Account Credit,Yes,No,Yes,Instagram,Free,books,Friday,NW
663.78,May,532,17,,14,467.18,7.8,0.58,27,0,Express,Android,Credit Card,Yes,No,No,Instagram,Free,clothing,Tuesday,GP
492.27,February,463,47,Weekly,50,640.15,3.8,0.6,61,9,Standard,iOS,Credit Card,No,No,No,,Paid,books,Sunday,KZN
814.09,January,384,69,,50,571.49,5.2,0.96,51,0,Standard,Computer,Credit Card,Yes,No,Yes,Facebook,Free,electronics,Friday,NC
688.13,February,424,24,,30,629.9,5,0.74,33,0,Standard,Computer,Credit Card,No,Yes,No,,Free,clothing,Friday,GP
833.33,January,501,13,Weekly,14,753.64,3.9,0.93,41,0,Premium,Android,Credit Card,No,No,Yes,,Free,household,Friday,GP
629.68,November,431,72,,57,492.56,6.3,0.71,49,0,Standard,iOS,PayPal,Yes,Yes,No,Instagram,Free,electronics,Wednesday,MP
1316.8,January,526,44,Daily,39,934.23,7.2,0.71,61,0,Premium,Computer,EFT,No,Yes,Yes,,Free,groceries,Monday,MP
979.44,December,515,0,,0,586.09,2.8,0,38,0,Premium,Computer,Credit Card,No,No,Yes,,Free,clothing,Monday,WC
1209,October,485,45,Daily,51,835.52,7.7,0.85,40,0,Premium,iOS,EFT,Yes,Yes,Yes,Instagram,Free,electronics,Friday,GP
1492.08,October,549,4,,11,973.99,7.3,0.7,48,0,Premium,Computer,Credit Card,No,Yes,No,,Free,household,Sunday,KZN
1498.55,September,394,1,,6,1034.7,6.2,0.74,30,41,Standard,Computer,Credit Card,No,Yes,Yes,,Free,groceries,Sunday,GP
913.99,March,506,40,Monthly,31,725.21,5,0.7,64,0,Express,Android,Credit Card,No,Yes,No,,Free,household,Friday,FS
814.21,March,474,51,Daily,47,500.32,4.6,0.9,60,16,Premium,Computer,Credit Card,No,Yes,Yes,,Free,groceries,Monday,WC
933.15,February,381,53,,43,937.99,1.7,0.63,55,0,Express,Computer,EFT,No,Yes,No,,Free,clothing,Wednesday,NW
767.1,December,471,28,Weekly,36,497.45,1.7,0.86,35,0,Express,Computer,EFT,Yes,No,Yes,Instagram,Free,clothing,Friday,WC
703.29,April,455,41,Daily,51,642.84,5.6,0.9,46,0,Express,Computer,Account Credit,No,No,Yes,,Free,electronics,Wednesday,WC
891.64,October,494,36,Monthly,27,531.86,5.1,0.51,44,0,Express,Computer,Credit Card,No,Yes,No,,Free,groceries,Monday,FS
1475.76,June,485,25,,28,827.13,4.7,0.57,51,0,Express,Computer,EFT,No,Yes,Yes,,Free,groceries,Sunday,GP
1170.23,December,426,35,Monthly,31,835.42,5.4,0.71,49,0,Standard,Computer,Credit Card,No,Yes,Yes,,Free,clothing,Tuesday,GP
888.96,November,514,13,Daily,9,655.25,5.4,0.59,41,40,Standard,Computer,Credit Card,No,Yes,No,,Free,clothing,Sunday,GP
705.25,October,491,33,,32,808.53,0.6,0.68,58,0,Premium,Android,EFT,No,No,Yes,,Free,clothing,Monday,NW
1044.62,April,381,16,,14,632.75,6.2,0.63,44,38,Standard,Computer,Credit Card,No,Yes,No,,Free,electronics,Sunday,WC
650.33,November,398,22,,37,697.97,2.7,0.81,44,0,Express,Computer,Credit Card,No,No,Yes,,Free,clothing,Thursday,GP
942.08,May,518,34,,28,655.31,2.9,0.95,41,0,Express,Computer,Credit Card,Yes,Yes,No,Facebook,Free,groceries,Sunday,FS
1398.27,August,512,0,,0,910.3,6.1,0,44,0,Standard,iOS,Credit Card,No,Yes,Yes,,Free,books,Friday,LP
2627.15,March,585,9,,16,1486.43,4.3,0.61,48,0,Standard,Computer,EFT,No,Yes,Yes,,Free,electronics,Sunday,KZN
1193.45,November,397,19,,9,736.09,6.8,0.93,34,25,Standard,iOS,EFT,Yes,Yes,No,Instagram,Free,groceries,Sunday,MP
745.68,September,448,55,Daily,51,545.52,7.7,1,39,0,Express,Computer,Credit Card,No,Yes,No,,Free,household,Sunday,GP
595.92,December,471,14,,9,448.28,4,0.52,60,0,Premium,Computer,Credit Card,No,No,No,,Free,books,Saturday,MP
624.37,October,389,32,,23,408.15,5.1,0.85,72,0,Express,Computer,EFT,No,Yes,No,,Free,electronics,Wednesday,WC
997.27,October,419,11,Monthly,10,645.53,3,0.74,45,0,Express,Computer,Account Credit,Yes,No,Yes,Facebook,Free,groceries,Sunday,GP
784.53,October,515,33,,33,494.31,8,0.84,59,0,Standard,Computer,EFT,No,Yes,No,,Free,household,Saturday,GP
1089.03,March,482,68,Weekly,43,756.96,2.6,0.56,30,24,Standard,iOS,Credit Card,Yes,No,Yes,Instagram,Free,electronics,Thursday,GP
1018.5,April,377,40,Monthly,24,603.41,5.6,0.6,79,0,Express,Computer,Credit Card,Yes,Yes,No,Instagram,Free,groceries,Monday,NW
936.13,December,417,18,,5,788.02,1.5,0.67,26,0,Standard,Computer,Account Credit,Yes,No,Yes,Instagram,Free,electronics,Thursday,GP
650.55,November,424,7,,12,466.02,3.4,0.5,108,0,Premium,Android,Credit Card,Yes,No,No,Instagram,Free,clothing,Wednesday,MP
738.85,May,497,31,,35,493.58,3,0.66,43,0,Premium,Android,EFT,No,No,Yes,,Free,household,Friday,FS
931.8,February,508,55,Daily,53,879.3,7.5,0.65,42,0,Premium,Computer,Credit Card,Yes,Yes,No,Twitter,Free,clothing,Wednesday,GP
814.66,November,474,32,,35,690.91,5.1,0.88,39,0,Premium,Computer,Credit Card,Yes,No,Yes,Twitter,Free,groceries,Monday,GP
1074.3,April,478,44,,43,607.17,7.8,0.66,51,0,Premium,Computer,Credit Card,No,Yes,No,,Free,household,Saturday,MP
794.71,March,513,42,Weekly,48,771.21,3.8,0.52,57,0,Premium,Computer,Credit Card,Yes,No,No,Facebook,Free,groceries,Sunday,MP
852.04,January,364,13,,14,504.95,7.6,0.61,59,0,Standard,Android,Credit Card,No,No,Yes,,Free,groceries,Sunday,MP
802.29,May,411,0,,0,688.86,1.4,0,45,0,Premium,Android,Credit Card,No,No,Yes,,Free,clothing,Wednesday,GP
825.69,July,498,8,,10,879.63,6,0.65,101,0,Standard,Computer,Credit Card,Yes,No,Yes,Twitter,Free,books,Saturday,NW
1086.62,January,486,49,,38,818.48,5.9,0.51,40,0,Standard,Computer,Credit Card,No,Yes,Yes,,Free,books,Sunday,GP
724.23,February,451,30,,38,571.17,4.7,0.79,52,0,Standard,Android,Credit Card,No,Yes,No,,Free,groceries,Monday,WC
1140.61,August,536,0,,0,649.53,5.8,0,57,0,Premium,Computer,Credit Card,No,No,Yes,,Free,groceries,Tuesday,WC
1362.8,August,407,27,,29,1070.4,6.7,0.5,36,0,Express,Computer,PayPal,Yes,Yes,Yes,Twitter,Free,groceries,Thursday,WC
846.8,June,364,25,,23,740.44,5.2,0.76,51,0,Standard,Computer,Credit Card,Yes,No,Yes,Instagram,Free,groceries,Monday,WC
492.37,July,483,27,,24,343.71,4.5,0.64,91,29,Standard,Computer,Account Credit,Yes,No,No,Instagram,Paid,books,Saturday,GP
2744.7,November,576,0,,0,1820.21,6.7,0,37,0,Standard,Computer,EFT,No,Yes,Yes,,Free,electronics,Tuesday,WC
933.86,October,497,0,,0,720.68,1.3,0,77,0,Premium,Computer,Credit Card,No,No,Yes,,Free,clothing,Saturday,WC
971.21,December,537,23,,21,532.43,7.1,0.94,47,0,Premium,Computer,Credit Card,No,Yes,No,,Free,groceries,Monday,KZN
900.28,September,474,37,,25,660.44,1.1,0.5,49,0,Premium,Computer,PayPal,Yes,No,Yes,Twitter,Free,groceries,Monday,NW
1824.25,October,326,26,,26,1340.92,6.7,0.77,60,0,Standard,Computer,Credit Card,No,Yes,Yes,,Free,electronics,Wednesday,WC
699.38,February,489,9,,12,671.27,6.1,0.97,48,0,Standard,Computer,Credit Card,No,No,Yes,,Free,clothing,Tuesday,GP
790.59,October,499,46,,47,474.74,7.2,0.9,61,0,Express,Computer,Credit Card,Yes,Yes,No,Facebook,Free,electronics,Monday,NC
1052.04,June,529,34,Monthly,33,595.5,5.2,0.9,75,0,Standard,Computer,Credit Card,No,Yes,No,,Free,household,Monday,WC
883.25,March,457,44,,45,1011.94,0.5,0.72,48,0,Standard,Android,Credit Card,No,Yes,Yes,,Free,electronics,Sunday,NW
816.79,July,470,32,Monthly,34,681.69,4,0.95,41,0,Premium,Computer,Credit Card,No,Yes,No,,Free,household,Sunday,KZN
597.58,December,496,47,Weekly,44,755.13,1.8,0.63,51,0,Express,Computer,Credit Card,Yes,No,No,Instagram,Free,electronics,Saturday,GP
1023.74,November,408,36,,29,608.36,2.7,0.64,44,0,Premium,iOS,Credit Card,No,Yes,Yes,,Free,electronics,Saturday,KZN
717.99,November,458,31,,29,468.78,6.9,0.61,55,0,Express,Computer,EFT,No,Yes,Yes,,Free,clothing,Monday,MP
929.13,October,393,38,,26,1126.81,6.3,0.99,27,0,Premium,Computer,Credit Card,No,Yes,Yes,,Free,electronics,Saturday,KZN
1094.53,February,400,33,,24,786.49,8,0.61,44,0,Premium,Computer,Credit Card,No,Yes,Yes,,Free,household,Friday,MP
525.52,November,440,36,Daily,24,398.3,7,1,68,0,Standard,Computer,Credit Card,No,No,Yes,,Paid,books,Sunday,NW
757.94,January,505,24,Monthly,26,467.5,5.1,0.73,38,0,Premium,Computer,Account Credit,No,No,Yes,,Free,electronics,Tuesday,WC
1623.67,July,389,17,,17,956.57,2.4,0.64,23,0,Express,Computer,Credit Card,Yes,No,Yes,Instagram,Free,electronics,Wednesday,FS
781.64,January,459,19,,11,467.62,4.4,0.6,57,0,Standard,Computer,Credit Card,No,Yes,No,,Free,electronics,Tuesday,WC
802.61,October,462,40,Weekly,31,714.57,1.6,0.7,47,0,Premium,Computer,Credit Card,Yes,No,Yes,Facebook,Free,electronics,Saturday,WC
1400.35,October,524,55,,55,905.09,4.7,0.51,39,0,Standard,Computer,Credit Card,No,Yes,Yes,,Free,electronics,Sunday,GP
928.57,June,352,26,,23,742.11,3.8,0.92,42,33,Standard,Computer,Credit Card,No,Yes,No,,Free,clothing,Saturday,MP
1093.2,February,471,18,,16,657.52,5.8,0.86,51,0,Express,Computer,Credit Card,No,Yes,Yes,,Free,books,Saturday,NW
910.02,May,395,9,,7,755.62,1.9,0.5,49,22,Standard,Computer,Credit Card,No,Yes,Yes,,Free,clothing,Sunday,GP
716.15,February,430,53,Weekly,48,516.71,3,0.73,53,9,Standard,Computer,Credit Card,Yes,Yes,No,Instagram,Free,books,Saturday,LP
1693.46,November,530,43,,41,1093.92,7.9,0.65,26,0,Premium,Computer,EFT,Yes,No,Yes,Instagram,Free,electronics,Sunday,LP
552.61,January,400,8,,7,692.26,0.4,0.78,72,0,Standard,Computer,Credit Card,No,No,Yes,,Free,books,Sunday,MP
1001.05,August,403,21,,22,643.66,3.6,0.55,47,0,Express,iOS,EFT,Yes,No,Yes,Facebook,Free,electronics,Monday,FS
1538.41,December,556,0,,0,920.2,3.8,0,46,0,Express,Computer,Credit Card,No,No,Yes,,Free,groceries,Thursday,NC
722.62,September,407,42,,50,467.8,3.8,0.73,45,0,Express,Computer,PayPal,No,Yes,No,,Free,household,Sunday,MP
1268.11,January,404,37,,38,733.72,5,0.56,49,10,Express,Computer,PayPal,Yes,Yes,Yes,Instagram,Free,electronics,Saturday,WC
671.35,May,430,40,Monthly,23,530.01,6,0.86,51,0,Premium,Computer,Credit Card,Yes,Yes,No,Twitter,Free,clothing,Sunday,NW
678.21,February,412,47,,55,395.17,0.6,0.69,63,0,Express,Computer,Account Credit,No,Yes,No,,Free,household,Friday,WC
858.52,October,549,24,,30,544.95,7.1,0.68,31,8,Express,Computer,Credit Card,No,No,Yes,,Free,electronics,Tuesday,KZN
704.07,July,414,0,,0,377.56,2.7,0,72,0,Standard,Computer,Credit Card,No,No,Yes,,Free,household,Saturday,MP
805.61,June,458,33,,31,970.57,7.2,0.53,89,0,Premium,Computer,Credit Card,No,Yes,Yes,,Free,clothing,Wednesday,MP
589.48,June,408,7,,10,454.47,2.5,0.56,50,0,Standard,Computer,Credit Card,Yes,No,No,Instagram,Free,groceries,Monday,GP
1258.34,May,356,16,,10,1057.73,1.8,0.5,20,37,Express,iOS,EFT,Yes,No,Yes,Instagram,Free,clothing,Saturday,GP
968.98,September,494,12,,10,776.08,6.9,0.67,64,0,Premium,Computer,EFT,Yes,Yes,No,Twitter,Free,electronics,Wednesday,WC
721.16,August,453,30,,34,732.24,0.9,0.94,59,0,Express,Computer,Credit Card,Yes,No,Yes,Instagram,Free,electronics,Tuesday,WC
1025.32,March,392,52,Monthly,49,576.25,5.4,0.6,32,0,Premium,Computer,EFT,No,Yes,No,,Free,electronics,Sunday,NW
763.56,July,477,54,,54,603.54,3.6,0.76,44,10,Standard,iOS,EFT,No,Yes,Yes,,Free,books,Saturday,LP
634.44,September,422,45,Weekly,46,628.73,3.8,0.85,62,0,Express,Android,Credit Card,No,No,Yes,,Free,household,Friday,NW
1007.23,February,427,41,Monthly,48,788.96,4.6,0.65,55,0,Standard,iOS,Account Credit,No,Yes,Yes,,Free,groceries,Monday,EC
613.23,December,414,55,Weekly,50,1035.06,3.2,0.74,28,0,Express,iOS,EFT,No,No,Yes,,Free,electronics,Friday,FS
540.46,December,442,41,,44,626.74,0.4,0.89,52,0,Premium,iOS,Credit Card,Yes,No,No,Instagram,Paid,books,Friday,MP
898.51,September,462,34,,24,557.98,4.5,0.61,37,42,Standard,iOS,Credit Card,No,Yes,Yes,,Free,electronics,Wednesday,WC
719.75,July,491,28,Monthly,27,497.64,5.6,0.98,36,0,Standard,Computer,PayPal,No,Yes,No,,Free,electronics,Thursday,FS
790.34,May,444,62,Daily,58,642.85,4.4,0.9,45,0,Premium,Computer,EFT,Yes,Yes,No,Facebook,Free,clothing,Saturday,LP
1194.92,October,554,0,,0,911.56,2.2,0,44,0,Standard,Computer,Credit Card,No,No,Yes,,Free,electronics,Monday,FS
733.9,November,441,30,,37,573.23,5.3,0.58,46,0,Express,iOS,EFT,No,Yes,No,,Free,electronics,Tuesday,KZN
677,November,370,42,Weekly,57,581.57,4,0.73,53,0,Standard,Computer,Credit Card,Yes,No,No,Facebook,Free,books,Sunday,GP
1094.07,September,541,14,,12,601.4,4.8,0.64,50,25,Express,iOS,Credit Card,No,Yes,No,,Free,clothing,Sunday,FS
618.7,October,445,13,,13,455.84,3.9,0.69,50,0,Standard,Computer,Credit Card,No,No,Yes,,Free,electronics,Wednesday,GP
769.51,January,490,27,Daily,34,747.32,6.1,0.66,44,0,Standard,Computer,EFT,No,No,Yes,,Free,groceries,Sunday,WC
915.91,August,480,62,Monthly,57,595.37,3,0.63,56,0,Premium,Android,Credit Card,Yes,No,Yes,Instagram,Free,household,Friday,NW
708.97,June,453,51,Daily,47,436.16,5.2,0.94,107,0,Premium,Computer,Credit Card,Yes,No,Yes,Instagram,Free,groceries,Saturday,NW
1708.57,October,474,0,,0,1123.12,7.9,0,52,0,Standard,Computer,Credit Card,No,Yes,Yes,,Free,electronics,Thursday,LP
980.63,April,455,47,,39,559.16,2.5,0.53,57,0,Express,Computer,Credit Card,Yes,No,Yes,Instagram,Free,electronics,Monday,KZN
1309.88,November,526,0,,0,844.06,2.8,0,46,0,Premium,Computer,EFT,No,No,Yes,,Free,clothing,Tuesday,FS
919.34,November,438,37,Monthly,24,563.03,3.9,0.97,41,0,Premium,Computer,Credit Card,Yes,No,Yes,Instagram,Free,electronics,Sunday,MP
504.26,December,489,24,,36,488.72,1.1,1,31,0,Standard,Computer,Credit Card,Yes,No,No,Facebook,Paid,books,Thursday,KZN
572.77,December,421,26,,15,822.34,2.1,0.52,64,0,Premium,iOS,Credit Card,Yes,No,No,Facebook,Free,books,Wednesday,GP
626.85,June,442,21,Monthly,26,465.15,3.9,0.51,42,0,Premium,Computer,Credit Card,No,No,No,,Free,household,Friday,NW
1221.12,September,509,19,,13,906.05,7.3,0.6,54,0,Express,Android,Credit Card,No,Yes,Yes,,Free,books,Sunday,FS
807.05,October,469,28,,27,610.34,6.2,0.67,50,0,Express,Computer,EFT,Yes,Yes,No,Instagram,Free,clothing,Monday,FS
1155.56,July,420,44,Daily,53,935.13,7.7,0.66,42,24,Standard,Computer,EFT,Yes,Yes,Yes,Instagram,Free,electronics,Thursday,MP
620.38,February,425,9,,11,420.32,4.6,0.84,50,0,Standard,Computer,EFT,Yes,Yes,No,Instagram,Free,clothing,Friday,WC
942.05,December,361,14,,12,642.78,6.3,0.57,28,0,Premium,Computer,Account Credit,No,No,Yes,,Free,electronics,Sunday,NW
718.48,January,425,40,,31,491.06,6.3,0.54,58,20,Express,Computer,EFT,No,Yes,No,,Free,groceries,Sunday,FS
797.22,November,433,23,,21,787.58,2.4,0.58,51,0,Express,Computer,EFT,Yes,No,Yes,Instagram,Free,groceries,Monday,WC
771.07,July,403,53,Daily,49,532.35,4.6,0.55,35,0,Standard,Computer,Credit Card,Yes,Yes,No,Instagram,Free,groceries,Monday,WC
1215.6,December,410,26,,28,747.05,7.3,0.96,31,0,Premium,Android,EFT,Yes,Yes,Yes,Twitter,Free,groceries,Monday,WC
547.56,December,453,71,Weekly,33,660.42,3.3,0.57,39,0,Standard,Computer,Credit Card,No,No,Yes,,Paid,books,Saturday,WC
1072.31,September,365,19,,10,671.88,2,0.53,58,0,Standard,iOS,Account Credit,No,Yes,No,,Free,clothing,Sunday,LP
849.78,January,415,31,,34,694.46,6.8,0.6,43,15,Standard,Computer,PayPal,Yes,Yes,No,Twitter,Free,groceries,Sunday,KZN
1286.76,December,395,59,,45,1027.33,5.6,0.74,50,0,Standard,iOS,Credit Card,Yes,Yes,Yes,Twitter,Free,electronics,Saturday,MP
502.36,December,457,31,,22,366.77,0.4,0.89,103,0,Standard,iOS,EFT,Yes,No,No,Facebook,Paid,books,Sunday,GP
1237.84,November,388,32,Monthly,24,820.07,5.6,0.51,60,0,Express,Android,Credit Card,No,Yes,Yes,,Free,household,Tuesday,FS
828,July,423,33,,32,663.52,6.8,0.81,31,0,Express,Computer,Credit Card,Yes,No,Yes,Facebook,Free,electronics,Sunday,NC
1231.82,June,507,0,,0,730.2,7.1,0,70,0,Standard,Computer,EFT,No,Yes,No,,Free,groceries,Sunday,NC
613.77,August,384,38,,33,389.07,2.6,0.8,50,0,Express,iOS,Credit Card,Yes,No,No,Facebook,Free,electronics,Wednesday,GP
1130.65,September,578,5,,10,684.83,1.1,0.76,56,0,Premium,Computer,PayPal,Yes,No,No,Instagram,Free,groceries,Sunday,MP
1743.95,October,452,37,Daily,25,961.91,8,0.79,30,30,Standard,iOS,Credit Card,Yes,Yes,Yes,Twitter,Free,electronics,Wednesday,WC
877.4,February,426,52,Daily,54,612.07,6.3,0.74,31,0,Premium,Computer,Credit Card,Yes,Yes,No,Twitter,Free,clothing,Tuesday,FS
901.81,May,364,27,,30,589.56,1.8,0.87,28,0,Premium,iOS,Credit Card,Yes,No,Yes,Facebook,Free,clothing,Wednesday,GP
1563.66,November,537,20,,13,1238.61,0,0.87,53,25,Standard,iOS,Credit Card,Yes,No,Yes,Facebook,Free,household,Saturday,NW
979.66,September,399,23,,20,661.62,2.7,0.86,30,0,Express,Computer,Credit Card,Yes,No,Yes,Facebook,Free,books,Tuesday,GP
777.01,November,469,20,,8,597.53,2.6,0.89,56,22,Premium,Computer,Credit Card,Yes,No,Yes,Twitter,Free,electronics,Sunday,WC
788.93,March,478,14,,8,554.37,2,0.56,82,0,Premium,Computer,PayPal,Yes,No,Yes,Instagram,Free,household,Saturday,WC
1150.25,April,534,16,,18,892.89,3.2,0.63,60,0,Standard,Computer,Credit Card,Yes,Yes,No,Instagram,Free,household,Saturday,FS
1054.26,December,356,13,,9,711.97,6,0.79,51,0,Express,iOS,Credit Card,Yes,Yes,No,Instagram,Free,clothing,Tuesday,NC
1045.21,August,568,21,,35,687.39,5.8,0.95,74,0,Standard,iOS,Account Credit,Yes,No,Yes,Instagram,Free,books,Saturday,NC
